sensordata,time,e135,e140,e142,e161,e165,e167,e181,e235,e240,e242,e261,e265,e267,e281,e335,e340,esh141a,esh144a,esh160a,esh170,esh171,esh172,esh173,esh174,esh175,esh183,esh184,esh241a,esh244a,esh260a,esh270,esh271,esh272,esh273,esh274,esh275,esh283,esh284,esh341a,esh344a,ft520,ft525,ish136,ish162,ish166,ish180,ish236,ish262,ish266,ish280,ish336,it140,it161,it167,it181,it240,it261,it267,it281,it340,lt500,lt505,st165,st265,st515,st516,te128,te129,te133,te228,te229,te328,te329,te500,te501,te502,te505,te506,te507,te510,te511
AntagonistData,2007-07-31 14:44:21.453 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.073243305,0.073243305,0.014648661,25.2597847,25.27443314,0.0,0.058594644,0.219729915,0.14648661,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.008207792,-0.061011221,-0.014090026,0.008207792,0.004297693,-0.045370823,-23.92241147,15.10244066,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.30304718,70.93751526,72.1776123,71.86038208,71.02403259,66.66925812,69.69741058,67.7363205,66.95765686,67.70748138,67.39025116,69.61089325,66.380867
AntagonistData,2007-07-31 14:44:21.953 GMT-07:00,25.84573174,25.8310833,0.014648661,0.014648661,0.14648661,0.073243305,0.014648661,25.27443314,25.27443314,0.029297322,0.043945983,0.219729915,0.219729915,0.058594644,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,-0.003522506,0.008207792,-0.061011221,-0.014090026,0.000388,0.000388,-0.045370823,-23.9088657,14.92108509,0.219729915,0.439459831,false,false,71.9180603,69.89929199,70.33188629,70.96635437,72.1776123,71.86038208,71.02403259,66.64041901,69.69741058,67.7363205,66.95765686,67.70748138,67.30373383,69.61089325,66.380867
AntagonistData,2007-07-31 14:44:22.453 GMT-07:00,25.8310833,25.8310833,0.029297322,0.014648661,0.14648661,0.14648661,0.014648661,25.2597847,25.27443314,0.029297322,0.058594644,0.29297322,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.000388,0.000388,-0.045370823,-23.63545146,15.23447909,0.219729915,0.439459831,false,false,71.9180603,69.89929199,70.33188629,70.96635437,72.20645142,71.9180603,71.08171082,66.64041901,69.75509644,67.76516724,66.95765686,67.70748138,67.30373383,69.61089325,66.380867
AntagonistData,2007-07-31 14:44:22.953 GMT-07:00,25.8310833,25.8310833,0.029297322,0.014648661,0.073243305,0.073243305,0,25.27443314,25.28908157,0.014648661,0.043945983,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.000388,0.000388,-0.045370823,-23.50617479,15.2377669,0.219729915,0.439459831,false,false,71.88922119,69.87045288,70.33188629,70.96635437,72.20645142,71.9180603,71.08171082,66.64041901,69.75509644,67.76516724,67.27489471,67.64980316,67.13069153,69.61089325,66.69809723
AntagonistData,2007-07-31 14:44:23.453 GMT-07:00,25.84573174,25.86038017,0,0.014648661,0.073243305,0.073243305,0.014648661,25.27443314,25.28908157,0.0,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,-0.003522506,0.000388,-0.045370823,-24.19858747,14.48065012,0.219729915,0.439459831,false,false,71.88922119,69.87045288,70.33188629,70.93751526,72.1776123,71.88922119,71.0528717,66.6115799,69.69741058,67.76516724,67.27489471,67.64980316,67.13069153,69.58205414,66.69809723
AntagonistData,2007-07-31 14:44:23.953 GMT-07:00,25.8310833,25.84573174,0,0.014648661,0.14648661,0.073243305,0.014648661,25.27443314,25.28908157,0.014648661,0.043945983,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,-0.003522506,0.012117892,-0.061011221,-0.014090026,0.000388,0.004297693,-0.045370823,-23.84915908,14.86098393,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.33188629,70.93751526,72.1776123,71.88922119,71.0528717,66.6115799,69.69741058,67.76516724,67.33257294,67.59212494,67.24604797,69.58205414,66.35202789
AntagonistData,2007-07-31 14:44:24.453 GMT-07:00,25.8310833,25.8310833,0,0.014648661,0.073243305,0.073243305,0.014648661,25.27443314,25.27443314,0.029297322,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.008207792,-0.061011221,-0.014090026,0.008207792,0.000388,-0.045370823,-23.69463203,15.06811593,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.33188629,70.96635437,72.1776123,71.86038208,71.0528717,66.66925812,69.72624969,67.70748138,67.33257294,67.59212494,67.24604797,69.58205414,66.35202789
AntagonistData,2007-07-31 14:44:24.953 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.073243305,0.073243305,0.014648661,25.2597847,25.27443314,0.014648661,0.043945983,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,-0.003522506,0.000388,-0.045370823,-23.81049444,15.12966372,0.219729915,0.219729915,false,false,71.9180603,69.89929199,70.33188629,70.96635437,72.1776123,71.86038208,71.08171082,66.66925812,69.72624969,67.70748138,67.07301331,67.76516724,67.41909027,69.63973236,66.64041901
UserCommand,2007-07-31 14:44:25.223 GMT-07:00,EY244_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AntagonistCommand,2007-07-31 14:44:25.223 GMT-07:00,EY244_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AntagonistData,2007-07-31 14:44:25.453 GMT-07:00,25.8310833,25.84573174,0,0.014648661,0.073243305,0.073243305,0,25.27443314,25.28908157,25.28908157,0.058594644,0.219729915,0.219729915,0.043945983,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.045370823,-23.81049444,14.80824746,0.219729915,0.439459831,false,false,71.9180603,69.89929199,70.30304718,70.96635437,72.23529053,71.88922119,71.08171082,66.52506256,69.69741058,67.7363205,67.07301331,67.76516724,67.41909027,69.63973236,66.64041901
AntagonistData,2007-07-31 14:44:25.953 GMT-07:00,25.84573174,25.8310833,0.014648661,0.014648661,0.14648661,0.073243305,0.014648661,25.27443314,25.27443314,25.28908157,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,-0.003522506,0.004297693,-0.045370823,-22.55968019,17.14627455,0.219729915,0.439459831,false,false,71.9180603,69.87045288,70.30304718,70.96635437,72.23529053,71.88922119,71.0528717,66.52506256,69.69741058,67.7363205,67.36141205,67.7363205,67.18836975,69.58205414,66.26551056
AntagonistData,2007-07-31 14:44:26.453 GMT-07:00,25.84573174,25.8310833,0.014648661,0.014648661,0.073243305,0.073243305,0,25.27443314,25.27443314,25.2597847,0.043945983,0.29297322,0.219729915,0.058594644,24.26367569,24.24902725,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,0.000388,0.000388,-0.045370823,-22.43132411,17.26213696,0.219729915,0.439459831,false,false,71.9180603,69.87045288,70.30304718,70.93751526,72.1776123,71.88922119,71.0528717,66.55390167,69.66857147,67.82284546,67.36141205,67.7363205,67.18836975,69.58205414,66.26551056
AntagonistData,2007-07-31 14:44:26.953 GMT-07:00,25.84573174,25.84573174,0.014648661,0.014648661,0.073243305,0.14648661,0.014648661,25.27443314,25.27443314,25.28908157,0.043945983,0.29297322,0.219729915,0.043945983,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.008207792,-0.045370823,-0.014090026,0.000388,-0.003522506,-0.045370823,-21.83938688,17.83671455,0.219729915,0.439459831,false,false,71.86038208,69.87045288,70.30304718,70.93751526,72.1776123,71.88922119,71.08171082,66.55390167,69.66857147,67.82284546,67.24604797,67.53444672,67.18836975,69.55321503,66.40970612
AntagonistData,2007-07-31 14:44:27.453 GMT-07:00,25.84573174,25.84573174,0,0.029297322,0.073243305,0.14648661,0,25.27443314,25.27443314,25.28908157,0.043945983,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.000388,0.004297693,-0.045370823,-21.90317039,17.8372406,0.219729915,0.439459831,false,false,71.86038208,69.87045288,70.33188629,70.93751526,72.20645142,71.88922119,71.08171082,66.6115799,69.66857147,67.82284546,67.24604797,67.53444672,67.33257294,69.55321503,66.40970612
UserCommand,2007-07-31 14:44:27.802 GMT-07:00,EY260_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AntagonistCommand,2007-07-31 14:44:27.802 GMT-07:00,EY260_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AntagonistData,2007-07-31 14:44:27.953 GMT-07:00,25.84573174,25.84573174,0.014648661,0.014648661,0.073243305,0.073243305,0,25.2597847,25.27443314,25.2597847,25.27443314,0.219729915,0.219729915,25.2597847,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,-0.003522506,0.012117892,-0.045370823,-0.014090026,0.008207792,0.000388,-0.045370823,-22.17776824,17.79213185,0.219729915,0.439459831,false,false,71.9180603,69.87045288,70.33188629,70.93751526,72.20645142,71.86038208,71.02403259,66.6115799,69.66857147,67.76516724,67.04417419,67.70748138,67.33257294,69.69741058,66.29434967
AntagonistData,2007-07-31 14:44:28.453 GMT-07:00,25.84573174,25.8310833,0.014648661,0.014648661,0.14648661,0.073243305,0,25.2597847,25.27443314,25.2597847,25.2597847,0.219729915,0.219729915,25.2597847,24.23437881,24.24902725,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.008207792,0.012117892,-0.045370823,-0.014090026,0.008207792,0.000388,-0.045370823,-21.9989114,17.82093306,0.0,0.659189746,false,false,71.9180603,69.87045288,70.33188629,70.93751526,72.20645142,71.86038208,71.02403259,66.66925812,69.69741058,67.76516724,67.04417419,67.70748138,67.18836975,69.69741058,66.29434967
AntagonistData,2007-07-31 14:44:28.953 GMT-07:00,25.84573174,25.8310833,0.029297322,0.014648661,0.073243305,0.073243305,0,25.2597847,25.27443314,25.2597847,25.24513626,0.366216525,0.29297322,25.2597847,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,0.502046035,0.689732272,0.000388,0.000388,-0.045370823,-21.98181479,17.88537413,0.219729915,0.439459831,false,false,71.9180603,69.87045288,70.33188629,70.93751526,72.20645142,71.86038208,71.0528717,66.66925812,69.69741058,67.64980316,67.27489471,67.70748138,67.18836975,69.61089325,66.55390167
AntagonistData,2007-07-31 14:44:29.453 GMT-07:00,25.8310833,25.84573174,0,0.014648661,0.073243305,0.073243305,0,25.23048782,25.24513626,25.23048782,25.23048782,0.29297322,0.219729915,25.21583939,24.23437881,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,-0.003522506,0.012117892,1.48739696,1.628162002,0.000388,0.000388,-0.045370823,-21.93433882,17.94126689,0.219729915,27.68597007,false,false,71.9180603,69.89929199,70.33188629,70.96635437,72.20645142,71.86038208,71.0528717,66.55390167,69.69741058,67.64980316,67.27489471,67.64980316,67.39025116,69.61089325,66.55390167
AntagonistData,2007-07-31 14:44:29.953 GMT-07:00,25.8310833,25.8310833,0,0.014648661,0.14648661,0.073243305,0,25.23048782,25.24513626,25.23048782,25.21583939,0.219729915,0.219729915,25.23048782,24.23437881,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,1.143306738,1.12766634,-0.003522506,0.000388,-0.045370823,-21.68420228,18.34237965,0.0,0.659189746,false,false,71.9180603,69.89929199,70.33188629,70.96635437,72.20645142,71.86038208,71.0528717,66.55390167,69.66857147,67.79400635,67.04417419,67.64980316,67.39025116,69.58205414,66.40970612
AntagonistData,2007-07-31 14:44:30.453 GMT-07:00,25.8310833,25.8310833,0.014648661,0.014648661,0.14648661,0.14648661,0,25.21583939,25.23048782,25.20119095,25.20119095,0.219729915,0.219729915,25.17189217,24.23437881,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.000388,0.012117892,2.003534476,1.424835366,0.008207792,0.000388,-0.045370823,-21.59043395,18.42194464,0.219729915,0.439459831,false,false,71.9180603,69.89929199,70.30304718,70.96635437,72.20645142,71.86038208,71.0528717,66.6115799,69.66857147,67.79400635,67.04417419,67.5056076,67.18836975,69.58205414,66.40970612
AntagonistData,2007-07-31 14:44:30.953 GMT-07:00,25.84573174,25.8310833,0.029297322,0.014648661,0.073243305,0.073243305,0,25.23048782,25.24513626,25.23048782,25.23048782,0.219729915,0.219729915,25.23048782,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.000388,0.012117892,0.627170678,1.831488637,0.008207792,0.000388,-0.045370823,-20.87369148,19.1502602,0.219729915,0.439459831,false,false,71.9180603,69.89929199,70.30304718,70.96635437,72.20645142,71.88922119,71.0528717,66.6115799,69.66857147,67.7363205,67.36141205,67.5056076,67.18836975,69.58205414,66.40970612
AntagonistData,2007-07-31 14:44:31.453 GMT-07:00,25.84573174,25.8310833,0,0.014648661,0.073243305,0.073243305,0,25.24513626,25.2597847,25.23048782,25.24513626,0.659189746,0.585946441,25.24513626,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,-0.003522506,0.012117892,0.470765238,0.470765238,0.000388,0.000388,-0.045370823,-21.31596761,18.79175745,0.219729915,4.834058136,false,false,71.88922119,69.89929199,70.30304718,70.96635437,72.20645142,71.88922119,71.0528717,66.6115799,69.66857147,67.7363205,67.36141205,67.70748138,67.30373383,69.58205414,66.52506256
AntagonistData,2007-07-31 14:44:31.953 GMT-07:00,25.8310833,25.84573174,0,0.014648661,0.073243305,0.073243305,0,25.21583939,25.23048782,25.1865406,25.20119095,0.29297322,0.29297322,25.17189217,24.21973038,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,-0.003522506,0.008207792,0.783574663,0.658451475,-0.003522506,0.000388,-0.045370823,-21.41841576,18.59711913,0.219729915,150.7621884,false,false,71.88922119,69.89929199,70.30304718,70.96635437,72.1776123,71.86038208,71.08171082,66.75578308,69.69741058,67.76516724,67.36141205,67.70748138,67.30373383,69.61089325,66.52506256
AntagonistData,2007-07-31 14:44:32.453 GMT-07:00,25.8310833,25.8310833,0,0.029297322,0.073243305,0.073243305,0,25.21583939,25.23048782,25.23048782,25.21583939,0.366216525,0.29297322,25.21583939,24.23437881,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,-0.003522506,0.008207792,1.143306738,1.143306738,0.000388,0.004297693,-0.045370823,-21.33661506,18.69154502,0.219729915,630.5562019,false,false,71.9180603,69.89929199,70.30304718,70.96635437,72.1776123,71.86038208,71.08171082,66.75578308,69.69741058,67.76516724,67.13069153,67.67864227,67.30373383,69.61089325,66.49622345
AntagonistData,2007-07-31 14:45:01.956 GMT-07:00,25.7578392,25.84573174,0,0.073243305,0.14648661,0.14648661,0,24.70313644,24.70313644,24.71778488,24.68848801,120.2197266,120.2929688,24.52735138,24.17578316,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,179.4777,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,8.590138762,8.574498363,1.506029879,0.000388,-0.014090026,-22.38226999,18.58238974,0.219729915,60.43946147,false,false,71.94689941,69.87045288,70.30304718,70.96635437,72.20645142,71.88922119,71.0528717,66.66925812,69.66857147,67.70748138,67.13069153,67.76516724,67.24604797,103.9876404,66.32318878
AntagonistData,2007-07-31 14:45:02.456 GMT-07:00,25.77248764,25.84573174,0,0.073243305,0.073243305,0.073243305,0,24.71778488,24.73243332,24.70313644,24.68848801,120.2197266,120.2929688,24.58594704,24.17578316,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,179.4777,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,-0.003522506,0.012117892,8.558857965,8.543216111,1.502119779,0.000388,-0.061011221,-22.34886585,18.56226835,0.439459831,60.43946147,false,false,71.94689941,69.87045288,70.30304718,70.96635437,72.20645142,71.88922119,71.0528717,66.58274078,69.61089325,67.70748138,67.13069153,67.76516724,67.39025116,103.9876404,66.32318878
AntagonistData,2007-07-31 14:45:02.956 GMT-07:00,25.78713608,25.86038017,0.029297322,0.073243305,0.14648661,0.14648661,0,24.74708176,24.70313644,24.65918922,24.62989235,120.1464844,120.2197266,24.61524391,24.1904335,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,179.4777,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,8.511935314,8.590138762,1.486479017,0.004297693,-0.045370823,-22.11030239,18.58304731,0.219729915,60.43946147,false,false,71.86038208,69.87045288,70.30304718,70.96635437,72.20645142,71.88922119,71.0528717,66.58274078,69.61089325,67.79400635,67.13069153,67.59212494,67.39025116,105.833374,66.40970612
FaultInject,2007-07-31 14:45:03.456 GMT-07:00,EY260,Relay,Stuck,TRUE,"Sticks open or closed. 0 for open, 1 for closed.",Abrupt,Stuck At=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AntagonistCommand,2007-07-31 14:45:03.456 GMT-07:00,EY260_CL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AntagonistData,2007-07-31 14:45:03.456 GMT-07:00,25.8310833,25.84573174,0.014648661,0.073243305,0.073243305,0.073243305,0.058594644,24.9521637,24.9521637,24.93751526,5.230487347,1.245136186,1.318379492,5.215838909,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,104.3475,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.008207792,-0.061011221,-0.014090026,-0.003522506,0.004297693,-0.045370823,-22.02140002,18.521368,0.219729915,27.90569961,false,false,71.86038208,69.89929199,70.33188629,70.93751526,72.20645142,71.88922119,71.0528717,66.66925812,69.61089325,67.79400635,67.13069153,67.59212494,67.07301331,105.833374,66.40970612
AntagonistData,2007-07-31 14:45:03.956 GMT-07:00,25.84573174,25.8310833,0.014648661,0.058594644,0.073243305,0.14648661,0.058594644,24.96681213,24.96681213,24.96681213,4.673838615,0.366216525,0.29297322,4.659189701,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,12.5217,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.008207792,-0.061011221,-0.014090026,0.000388,0.000388,-0.045370823,-22.30033778,18.24374537,0.439459831,1.098649576,false,false,71.86038208,69.89929199,70.33188629,70.93751526,72.20645142,71.86038208,71.08171082,66.66925812,69.63973236,67.79400635,67.10185242,67.59212494,67.07301331,106.1794434,66.46738434
AntagonistData,2007-07-31 14:45:04.456 GMT-07:00,25.84573174,25.8310833,0.029297322,0.058594644,0.073243305,0.073243305,0.043945983,24.98146057,24.96681213,24.98146057,4.36621666,0.29297322,0.29297322,4.351567745,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,8.3478,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.000388,0.016027992,-0.061011221,-0.014090026,0.008207792,0.000388,-0.045370823,-22.42224975,18.20494921,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.33188629,70.93751526,72.20645142,71.86038208,71.08171082,66.6115799,69.63973236,67.79400635,67.10185242,67.70748138,67.36141205,106.1794434,66.46738434
AntagonistData,2007-07-31 14:45:04.956 GMT-07:00,25.84573174,25.84573174,0,0.058594644,0.073243305,0.14648661,0.043945983,24.98146057,24.98146057,24.98146057,4.102540493,0.29297322,0.29297322,4.102540493,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,45.9129,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,0.000388,0.004297693,-0.045370823,-22.61360027,18.25702812,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.33188629,70.93751526,72.14877319,71.88922119,71.0528717,66.6115799,69.66857147,67.76516724,67.15953064,67.70748138,67.36141205,105.4007797,66.40970612
AntagonistData,2007-07-31 14:45:05.456 GMT-07:00,25.8310833,25.8310833,0.014648661,0.058594644,0.073243305,0.14648661,0.043945983,24.98146057,24.98146057,24.99610901,3.897459269,0.29297322,0.219729915,3.912107944,24.23437881,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,62.6085,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,0.000388,0.000388,-0.045370823,-22.84203727,18.1464262,0.0,0.439459831,false,false,71.88922119,69.89929199,70.30304718,70.93751526,72.14877319,71.88922119,71.0528717,66.55390167,69.66857147,67.76516724,67.15953064,67.67864227,67.27489471,105.4007797,66.40970612
AntagonistData,2007-07-31 14:45:05.956 GMT-07:00,25.84573174,25.84573174,0.029297322,0.043945983,0.073243305,0.14648661,0.029297322,24.99610901,24.99610901,24.99610901,3.720759869,0.219729915,0.219729915,3.720759869,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,12.5217,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.008207792,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.045370823,-22.62333218,18.34172209,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.30304718,70.96635437,72.20645142,71.9180603,71.0528717,66.55390167,69.63973236,67.70748138,67.15953064,67.67864227,67.27489471,104.7951508,66.40970612
AntagonistData,2007-07-31 14:45:06.457 GMT-07:00,25.84573174,25.84573174,0,0.043945983,0.073243305,0.073243305,0.043945983,25.01075745,25.01075745,24.99610901,3.574273348,0.29297322,0.219729915,3.574273348,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.045370823,-22.60281625,18.3343574,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.30304718,70.96635437,72.20645142,71.9180603,71.0528717,66.55390167,69.63973236,67.70748138,67.15953064,67.64980316,67.13069153,104.7951508,66.49622345
AntagonistData,2007-07-31 14:45:06.957 GMT-07:00,25.84573174,25.84573174,0,0.043945983,0.073243305,0.14648661,0.029297322,24.99610901,24.99610901,24.99610901,3.427786589,0.219729915,0.219729915,3.442435265,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.008207792,-0.045370823,-0.014090026,0.008207792,0.000388,-0.045370823,-22.43842578,18.43312319,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.30304718,70.93751526,72.20645142,71.9180603,71.08171082,66.64041901,69.66857147,67.76516724,67.15953064,67.64980316,67.13069153,104.3625565,66.49622345
AntagonistData,2007-07-31 14:45:07.457 GMT-07:00,25.84573174,25.84573174,0,0.043945983,0.073243305,0.073243305,0.029297322,25.01075745,25.01075745,25.01075745,3.325246096,0.219729915,0.219729915,3.31059742,24.23437881,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.095392764,0.000388,0.012117892,-0.061011221,-0.014090026,0.008207792,0.000388,-0.045370823,-22.33268982,18.42667909,0.219729915,0.659189746,false,false,71.88922119,69.89929199,70.33188629,70.93751526,72.20645142,71.9180603,71.08171082,66.64041901,69.66857147,67.76516724,67.18836975,67.5056076,67.30373383,104.3625565,66.6115799
